atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
AAL116,aal116:roi011,11,11,Frontal_Inf_Oper_L,11,,L,,-49.43380486035546,12.733284971587466,19.022488211824452,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi012,12,12,Frontal_Inf_Oper_R,12,,R,,49.20395561124039,14.976463218185074,21.41175944156076,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi013,13,13,Frontal_Inf_Tri_L,13,,L,,-46.58316752884998,29.91399721448468,13.99039992041385,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi014,14,14,Frontal_Inf_Tri_R,14,,R,,49.32973383142658,30.16180247490078,14.173359794536537,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi015,15,15,Frontal_Inf_Orb_L,15,,L,,-36.98484179543782,30.707431935246518,-12.109786607799855,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi016,16,16,Frontal_Inf_Orb_R,16,,R,,40.224412599112526,32.2303047937732,-11.910962391794577,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi017,17,17,Rolandic_Oper_L,17,,L,,-48.15845824411135,-8.475500692782461,13.950749464668093,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi018,18,18,Rolandic_Oper_R,18,,R,,51.64679027298985,-6.2522128016398,14.634678095593031,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi019,19,19,Supp_Motor_Area_L,19,,L,,-6.324036569841454,4.848455039925938,61.375477375303774,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi020,20,20,Supp_Motor_Area_R,20,,R,,7.615779719353981,0.17140587768069793,61.85379931162299,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi021,21,21,Olfactory_L,21,,L,,-9.06277630415562,15.053050397877996,-11.455349248452698,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi022,22,22,Olfactory_R,22,,R,,9.426946631671044,15.91207349081364,-11.256342957130357,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi023,23,23,Frontal_Sup_Medial_L,23,,L,,-5.799429817206104,49.168665101459,30.893677679020627,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi024,24,24,Frontal_Sup_Medial_R,24,,R,,8.09935803050827,50.84062665645797,30.219329760292126,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi025,25,25,Frontal_Med_Orb_L,25,,L,,-6.174033149171265,54.05714779005524,-7.396754143646405,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi026,26,26,Frontal_Med_Orb_R,26,,R,,7.161135371179043,51.67103347889375,-7.134061135371184,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
